Watching PID 92703 page references for every 1 seconds...
Est(s) ;    RSS(kB);    PSS(kB);    Ref(kB)
1.001  ;   20560.00;   18891.00;    9484.00
1.001  ;   20560.00;   18891.00;    8980.00
1.001  ;   20560.00;   18891.00;    9388.00
1.001  ;   20560.00;   18891.00;    9652.00
1.001  ;   20560.00;   18891.00;    9736.00
1.001  ;   20560.00;   18891.00;    9592.00
1.001  ;   20560.00;   18891.00;    8632.00
1.001  ;   20560.00;   18891.00;    9760.00
1.001  ;   20560.00;   18891.00;   10296.00
1.001  ;   20560.00;   18891.00;    9324.00
1.001  ;   20560.00;   18891.00;    9488.00
1.001  ;   20560.00;   18891.00;    9052.00
1.002  ;   20560.00;   18891.00;    9800.00
1.001  ;   20560.00;   18891.00;   10256.00
1.001  ;   20560.00;   18891.00;    9244.00
1.001  ;   20560.00;   18891.00;   10032.00
1.001  ;   20560.00;   18891.00;    9752.00
1.001  ;   20560.00;   18891.00;    9780.00
1.001  ;   20560.00;   18891.00;   10032.00
1.001  ;   20560.00;   18891.00;   10060.00
1.001  ;   20560.00;   18891.00;   10088.00
1.001  ;   20560.00;   18891.00;    9852.00
1.001  ;   20560.00;   18891.00;   10312.00
1.001  ;   20560.00;   18891.00;    9920.00
1.001  ;   20560.00;   18891.00;   10124.00
1.001  ;   20560.00;   18891.00;   10416.00
1.001  ;   20560.00;   18891.00;   10400.00
1.001  ;   20560.00;   18891.00;   10152.00
1.001  ;   20560.00;   18891.00;   10268.00
1.001  ;   20560.00;   18891.00;   10296.00
1.001  ;   20560.00;   18891.00;   10528.00
1.001  ;   20560.00;   18891.00;   10464.00
1.001  ;   20560.00;   18891.00;   10692.00
1.001  ;   20560.00;   18891.00;   10856.00
1.001  ;   20560.00;   18891.00;   10872.00
1.001  ;   20560.00;   18891.00;   10196.00
1.001  ;   20560.00;   18891.00;   10840.00
1.001  ;   20560.00;   18891.00;   11108.00
1.001  ;   20560.00;   18891.00;   10612.00
1.001  ;   20560.00;   18891.00;   10920.00
1.001  ;   20560.00;   18891.00;   11000.00
1.001  ;   20560.00;   18891.00;   11360.00
1.001  ;   20560.00;   18891.00;   10636.00
1.001  ;   20560.00;   18891.00;   11048.00
1.001  ;   20560.00;   18891.00;   11108.00
1.001  ;   20560.00;   18891.00;   10988.00
1.001  ;   20560.00;   18891.00;   11332.00
1.001  ;   20560.00;   18891.00;   10904.00
1.001  ;   20560.00;   18891.00;   11288.00
1.001  ;   20560.00;   18891.00;   11044.00
1.001  ;   20560.00;   18891.00;   10776.00
1.001  ;   20560.00;   18891.00;   11280.00
1.001  ;   20560.00;   18891.00;   11324.00
1.001  ;   20560.00;   18891.00;   11464.00
1.001  ;   20560.00;   18891.00;   11284.00
1.001  ;   20560.00;   18891.00;   11392.00
1.001  ;   20560.00;   18891.00;   11436.00
1.001  ;   20560.00;   18891.00;   11644.00
1.001  ;   20560.00;   18891.00;   11536.00
1.001  ;   20560.00;   18891.00;   11428.00
1.001  ;   20560.00;   18891.00;   11288.00
1.001  ;   20560.00;   18891.00;   11948.00
1.001  ;   20560.00;   18891.00;   11860.00
1.001  ;   20560.00;   18891.00;   11672.00
1.001  ;   20560.00;   18891.00;   11796.00
1.001  ;   20560.00;   18891.00;   11548.00
1.001  ;   20560.00;   18891.00;   11768.00
1.001  ;   20560.00;   18891.00;   11492.00
1.001  ;   20560.00;   18891.00;   12056.00
1.001  ;   20560.00;   18891.00;   11780.00
1.001  ;   20560.00;   18891.00;   12056.00
1.001  ;   20560.00;   18891.00;   11804.00
1.001  ;   20560.00;   18891.00;   11836.00
1.001  ;   20560.00;   18891.00;   12120.00
1.001  ;   20560.00;   18891.00;   12196.00
1.001  ;   20560.00;   18891.00;   12300.00
1.001  ;   20560.00;   18891.00;   12360.00
1.001  ;   20560.00;   18891.00;   12376.00
1.001  ;   20560.00;   18891.00;   12208.00
1.001  ;   20560.00;   18891.00;   12456.00
1.001  ;   20560.00;   18891.00;   12260.00
1.001  ;   20560.00;   18891.00;   12332.00
1.001  ;   20560.00;   18891.00;   12432.00
1.001  ;   20560.00;   18891.00;   12552.00
1.001  ;   20560.00;   18891.00;   12452.00
1.001  ;   20560.00;   18891.00;   12860.00
1.001  ;   20560.00;   18891.00;   12464.00
1.001  ;   20560.00;   18891.00;   12732.00
1.001  ;   20560.00;   18891.00;   12392.00
1.001  ;   20560.00;   18891.00;   12708.00
1.001  ;   20560.00;   18891.00;   12784.00
1.001  ;   20560.00;   18891.00;   13052.00
1.001  ;   20560.00;   18891.00;   12908.00
1.001  ;   20560.00;   18891.00;   13372.00
1.001  ;   20560.00;   18891.00;   12836.00
1.001  ;   20560.00;   18891.00;   13184.00
1.001  ;   20560.00;   18891.00;   13004.00
1.001  ;   20560.00;   18891.00;   13036.00
1.001  ;   20560.00;   18891.00;   13180.00
1.001  ;   20560.00;   18891.00;   13572.00
1.001  ;   20560.00;   18891.00;   13356.00
1.001  ;   20560.00;   18891.00;   13740.00
1.001  ;   20560.00;   18891.00;   13124.00
1.001  ;   20560.00;   18891.00;   13188.00
1.001  ;   20560.00;   18891.00;   13008.00
1.001  ;   20560.00;   18891.00;   13540.00
1.001  ;   20560.00;   18891.00;   13164.00
1.001  ;   20560.00;   18891.00;   13308.00
1.001  ;   20560.00;   18891.00;   13444.00
1.001  ;   20560.00;   18891.00;   13376.00
1.001  ;   20560.00;   18891.00;   13720.00
1.001  ;   20580.00;   18911.00;   14920.00
1.001  ;   20580.00;   18911.00;   10584.00
1.001  ;   20580.00;   18911.00;   10404.00
1.001  ;   20580.00;   18911.00;   10520.00
1.001  ;   20580.00;   18911.00;   10424.00
1.001  ;   20580.00;   18911.00;   10380.00
1.001  ;   20580.00;   18911.00;   10736.00
1.001  ;   20580.00;   18911.00;   10812.00
1.001  ;   20580.00;   18911.00;   10764.00
1.001  ;   20580.00;   18911.00;   10960.00
1.001  ;   20580.00;   18911.00;   10436.00
